 File 	 檔案 
This boulder is far too heavy to move.	這塊巨石太重了，搬不動。
As you slowly and silently return to visibility, the dragon fails to notice you.	你緩緩無聲地現出身形，巨龍卻沒有注意到你。
There is no one here to receive your offering.	這裡沒有人可以接受你的獻禮。
The dead dragon does not need anything you have to offer.	死去的巨龍不需要你所能奉上的任何東西。
The dragon, unaware that you've stolen his great treasure, is not interested in anything you have to offer.	巨龍還不知道你已偷走牠的寶物，對你所能奉上的東西毫無興趣。
The dragon isn't interested in any of your possessions.  It's already got one of the most valuable treasures in Daventry.	巨龍對你身上的任何東西都沒興趣，牠已經擁有戴凡確王國最珍貴的寶物之一。
Parts of the cave are made impassable by huge, jagged stalagmites.	洞穴裡有些地方被巨大嶙峋的石筍擋住，無法通行。
The craggy limestone stalactites hang menacingly from the roof of the cavern.	嶙峋的石灰岩鐘乳石從洞頂懸垂而下，看來十分嚇人。
Smoking is bad for your health.  That's why there are not many dragons around.	抽菸有害健康。這就是為什麼巨龍已經不多見了。
The dragon's head is angular, like a pterodactyl's.  Large webbed gill flaps protrude from either side of his face, just underneath his horns.  Smoke curls lazily from his nostrils.	巨龍的頭部稜角分明，像翼手龍一樣。臉頰兩側、犄角下方各突出一片巨大的蹼狀鰓瓣，鼻孔裡懶洋洋地冒出裊裊青煙。
Green and scaly, the dragon's body is massive and muscular.  A row of serrated armor stretches from the tip of his tail to the base of his neck; his leathery wings are folded tight against his sides, and his webbed claws look sharp and deadly.	巨龍全身覆滿綠色鱗片，體型龐大、肌肉結實。一排鋸齒狀的甲殼從尾尖延伸到頸根；牠那對皮革般的翅膀緊緊收攏在身側，蹼狀的爪子看來銳利致命。
You should get closer to the mirror.	你應該靠近魔鏡一點。
The mirror shimmers with its own magical light.	魔鏡散發著自身的魔法光芒，微微閃爍。
The dragon's long, powerful neck is a slinky mass of sinew and scales. The underside of his throat is pale, fleshy and unprotected by scales.	巨龍那條修長強壯的脖子，是一團柔韌的肌腱與鱗片。牠喉嚨下方的皮膚蒼白柔軟，沒有鱗片保護。
The dragon lies motionless on the rocky floor of the cavern.	巨龍一動也不動地躺在洞穴的岩石地面上。
The ferocious fire-breathing dragon may look asleep, but don't be fooled....he's smarter than he looks.	這隻兇猛的噴火巨龍看起來像是睡著了，但別被騙了……牠比看起來聰明得多。
There is a vicious fire-breathing dragon here!	這裡有一隻兇猛的噴火巨龍！
Ordinarily, music hath charms to soothe a savage beast but this beast is a little too ferocious to appreciate fiddle music.	通常音樂能撫慰凶猛的野獸，但這頭野獸太過兇殘，欣賞不了小提琴的樂聲。
This dragon had only one life, and you have already taken it.	這隻巨龍只有一條命，而你已經取走了。
You don't have anything sharp enough to pierce the dragon's scaly hide!	你身上沒有夠鋒利的東西，能刺穿巨龍的鱗皮！
Wait and see what the dragon is doing first.	先等等，看看巨龍在做什麼。
You don't have everything you need to attempt such a feat.	你身上還缺少嘗試這項壯舉所需的東西。
The dragon's already dead. Shooting him would be a waste of pebbles.	巨龍已經死了，朝牠射擊只是浪費鵝卵石。
The pebbles are too blunt to deliver a fatal blow to the dragon, maybe a different approach would be better.	鵝卵石太鈍了，沒辦法對巨龍造成致命一擊，或許該換個方法。
The dragon is dead.  He can no longer hear you.	巨龍已經死了，聽不見你說話了。
Think again.  When this dragon talks, things have a tendency to catch fire.	再想想吧。這隻巨龍一開口說話，東西可是會著火的。
The mere thought of retrieving the dagger repulses you.	光是想到要去撿回那把短刀，就讓你感到反胃。
How?	怎麼做？
The dragon is dead. He has ceased to be. Bereft of life, he rests in peace. Best to get on with the game and forget this sad creature.	巨龍死了。牠已經不在了。失去了生命，安息長眠。還是繼續玩下去，忘了這隻可悲的生物吧。
Be careful.  Dragons are very dangerous.	小心點，巨龍非常危險。
The Fairy Godmother's protective spell has saved you from a fiery fate.	教母的守護魔法救了你，讓你逃過一場火劫。
The dagger flies through the air and is lost in the cave's darkness.	短刀飛過半空，消失在洞穴的黑暗之中。
With unerring aim, the dagger streaks through the air and pierces the soft, unprotected skin under the dragon's throat.  The dragon convulses for a moment, and then crashes, lifeless, to the hard cavern floor.	短刀精準無比地劃過空中，刺入巨龍喉嚨下方柔軟無鱗的皮膚。巨龍抽搐了片刻，隨即癱軟倒地，重重摔在堅硬的洞穴地面上，沒了氣息。
Good shot!  The water hits the dragon square in the face, dousing the dragon's fire.	好一擊！水正中巨龍的臉，澆熄了牠的火焰。
Unable to defend itself with anything more than harmless clouds of steam, the dragon rolls aside the granite boulder and slinks off in shame, leaving the mirror behind.	巨龍除了噴出無害的蒸汽，再也無力自保，只好推開那塊花崗岩巨石，羞愧地溜走，留下了魔鏡。
Unable to defend itself with anything more than harmless clouds of steam, the dragon rolls aside the granite boulder and slinks off in shame.	巨龍除了噴出無害的蒸汽，再也無力自保，只好推開那塊花崗岩巨石，羞愧地溜走了。
You can't do that while you are invisible.	你隱形的時候沒辦法這麼做。
As your nose fills with the aroma of fresh well water, your lungs give out. Don't smell the water!	井水清新的氣味灌滿你的鼻腔，你的肺卻撐不住了。別去聞水的味道！
It's too late to dive.  At this point, all you can do is drown.	已經來不及潛水了，事到如今你只能溺水。
You are already doing that!	你已經在這麼做了！
You need to be swimming first.	你得先開始游泳。
Too late!  You have already stopped swimming and started drowning.	太遲了！你已經停止游泳，開始溺水了。
Just walk over to the water.	走到水邊就行了。
You're already in the water.	你已經在水裡了。
You've swum too long already!  Your endurance has run out.	你游得太久了！體力已經耗盡。
You can't do that from under water!	你在水底下沒辦法這麼做！
There's no reason to climb anything here.	這裡沒有什麼好爬的。
This isn't the chest you're looking for.	這不是你要找的箱子。
All you have to do is walk right into the water.	你只需要直接走進水裡就行了。
What would you like to get into?	你想要進去什麼裡面？
You take a deep drink of the cold well water.	你大口暢飲冰涼的井水。
The hinges are rusted, but still very strong.	鉸鏈雖然鏽蝕，卻依然十分堅固。
This dark pool of water leads to the bottom of the ancient well near King Edward's castle.	這片幽暗的水潭，通往愛德華國王城堡附近那口古井的井底。
You are too far away to see clearly.	你離得太遠，看不清楚。
Too late!  Your vision grows blurred as you go down for the third time.	太遲了！你第三次沉下水面，視線逐漸模糊。
You can see the surface of the water just above you.	你看見水面就在你的正上方。
You can just see the opening of the well far above you.	你隱約看見井口在你頭頂遙遠的上方。
You see the low ceiling of the cave just above you.	你看見洞穴低矮的頂部，就在你頭頂上方。
You can see the bottom of the well below you.	你看見井底就在你的下方。
You are at the bottom of the well.  Through the plants you spy what seems to be a hole in the side of the well.	你正位於井底。透過水草，你瞥見井壁側面似乎有個洞。
The cave is dark and very damp.	這座洞穴幽暗又十分潮濕。
This looks like typical well water.	這看起來就是普通的井水。
The chest is buried deep in the sand and is too heavy to carry.	箱子深埋在沙裡，重得搬不動。
The lid's hinges are rusted shut.	蓋子的鉸鏈已經鏽死了。
The half-buried chest looks as if it has been here for a very long time.	這只半埋在沙中的箱子，看起來已經在這裡放了很長一段時間。
It looks like this chest has been buried here for a very long time.	這只箱子看起來已經埋在這裡很長一段時間了。
As you get into the water, the magic ring slips from your finger and vanishes.	你進入水中時，魔戒從你的手指上滑落，消失無蹤。
This looks like a typical weed.	這看起來是一株普通的水草。
More curious still, the courtyard is deserted; this area is usually filled with the Ladies and Lords of the castle.	更奇怪的是，庭院裡空無一人；這裡平常總是擠滿城堡裡的貴族仕女與紳士。
